Filename,Title,Max_Similarity,Trigger_Keyword,Full_Text,Truth
news_room/date=20250705/hour=22/Ib4c76b4059eb11f083a7eaadf851f99d-1.xml,mosquitoes surveillan,0.512,surveillance drone,"Auckland University has scored a Government grant to train mosquitoes as surveillance drones. Researchers are investigating whether blood sucked up by mosquitoes could be used to monitor the spread of disease in animals. They'll work with Northland iwi Ngati Kuri to collect samples from the Far North and at a research farm in Waikato. Professor of Biology Jacqueline [Jack-willen] Beggs says this new, cost-effective approach could be a game-changer. She says currently, widespread surveillance across remote terrain is challenging - and expensive.",Nonespionage
news_room/date=20250705/hour=23/I523609c059f811f080adceaeed7a7778-1.xml,Tender Invited For Fpv Drone##quantity: 1##,0.5024,surveillance drone,Tenders are invited for Tender Invited For FPV DRONE##Quantity: 1## Tender Category : Goods OpeningDate : Jul 4 2025 12:00AM Doc Sale To : Jan 1 1900 12:00AM QTY : 1.00 Â© 2022 Al Bawaba (Albawaba.com) Provided by SyndiGate Media Inc. (Syndigate.info,Nonespionage
news_room/date=20250706/hour=00/I23379ad159fd11f0ae11d38ef9829c09-1.xml,$140M Stolen in Brazil: Central Bank Service Provider Hacked!,0.5676,data breach,"In a recent alarming event, TecBan, the provider of Brazil's ATM network Banco24Horas, disclosed a severe security breach impacting personal data of around 140 million Brazilians. This incident has raised significant concerns regarding the security infrastructure of major financial institutions in Brazil and sparked a debate on safeguarding sensitive data. The breach was first recognized by TecBan on November 21, 2023, when unauthorized access to their systems was detected. Subsequently, TecBan confirmed the scope of the intrusion, revealing that sensitive personal information of approximately 140 million clients had been potentially exposed. Thankfully, no financial losses or misuses of the accessed data have been reported as of the date. The affected systems were isolated, and additional security measures were implemented immediately to prevent further unauthorized access. Details of the Breach Impact and Response The breach has raised considerable distress among the affected clientele and the broader financial community in Brazil. TecBan has informed the relevant data protection authorities, and an extensive investigation is underway to uncover the full extent and intent of the breach. Additionally, the incident has underscored the need for stringent cybersecurity protocols, especially as digital banking and fintech solutions gain prominence in Brazil. There is a growing call from both the public and financial regulators for increased transparency and enhanced security measures. Financial institutions are now under scrutiny to ensure robust security frameworks are in place, particularly as Brazil pushes towards becoming a more significant player in the global cryptocurrency and blockchain sector. The adoption of technologies like blockchain is viewed by some experts as a potential method to bolster security and transparency in financial transactions and data management. Looking Forward: Cybersecurity in the Crypto Age This breach is a timely reminder of the vulnerabilities existing in traditional banking systems, which are increasingly connected to the burgeoning cryptocurrency markets. As Brazil continues to adopt and integrate new financial technologies like blockchain and cryptocurrencies, the necessity for advanced cybersecurity measures becomes even more paramount. Stakeholders from various sectors are urging for a collaborative approach to cybersecurity, integrating advanced tech solutions to safeguard sensitive data against sophisticated cyber threats. In conclusion, the breach at TecBan not only exposes the vulnerabilities of traditional financial institutions but also serves as a crucial lesson in the importance of cybersecurity, particularly as we move deeper into the era of digital finance and cryptocurrencies. As we navigate these challenges, the need for innovative and secure solutions becomes increasingly critical to protect consumer data and maintain trust in financial systems. This article was originally published as $140M Stolen in Brazil: Central Bank Service Provider Hacked! on Crypto Breaking News â€“ your trusted source for crypto news, Bitcoin news, and blockchain updates. CryptoBreaking.com | All rights reserved Provided by SyndiGate Media Inc. (Syndigate.info",Nonespionage
news_room/date=20250706/hour=00/I8ababd5259fc11f080adceaeed7a7778-1.xml,Tender Invited For Izi Sky Pro Fly More Combo Drone With Camera##quantity: 4##,0.515,surveillance drone,Tenders are invited for Tender Invited For izi Sky Pro Fly More Combo Drone with Camera##Quantity: 4## Tender Category : Goods OpeningDate : Jul 16 2025 12:00AM Doc Sale To : Jan 1 1900 12:00AM QTY : 4.00 Â© 2022 Al Bawaba (Albawaba.com) Provided by SyndiGate Media Inc. (Syndigate.info,Nonespionage
news_room/date=20250706/hour=02/I98eb6ed05a1311f0b6d3957df25a0d6a-1.xml,Ribadu: Of progress and agents of distraction,0.5017,national security,"By Khalid Mahmud For years, Nigeria's security architecture was like an orchestra without a conductorâ€”each agency playing its own tune, each refusing to follow a shared path. The military, police, DSS, and paramilitary outfits operated in silos, hoarding intelligence and guarding jurisdiction like jealous gatekeepers. It was a house with too many doors and no master key. The result was confusion, inefficiency, and too often, bloodshed. Terrorists thrived in this vacuum, kidnappers exploited the disjointed response mechanisms, and communities bore the brunt of institutional dysfunction. The turning point came in 2023. The appointment of Mallam Nuhu Ribadu as National Security Adviser marked the beginning of a subtle yet seismic shift in how Nigeria approached internal security. While others predicted political aspirations and conjured hypotheticals about 2027, Ribadu got to work. His style was not flamboyant; he didn't dominate headlines. Ribadu's history as former EFCC head gave him more than anti-corruption credentialsâ€”it earned him moral authority. This proved essential in restoring trust between rival agencies. His leadership was rooted in respect, not fear; in unity, not hierarchy. And the effect was immediate. Agencies that once refused to share intelligence began to collaborate. Military and police commands operated with mutual purpose. The DSS moved from the shadows into alignment with broader national efforts. Nigeria's fragmented security architecture was being stitched back togetherâ€”deliberately, strategically, and without ego. This shift wasn't cosmetic. It translated into real-world victories that began to change the national narrative. Within the first 18 months of President Tinubu's administration and Ribadu's stewardship, over 13,500 terrorists and criminals were neutralised, while more than 17, 000 suspects were arrested across various theatres. In the North-East, particularly Borno State, the heartland of Boko Haram, 102,000 insurgents and their families surrendered. This mass capitulation wasn't accidentalâ€”it was the result of combined pressure, both military and psychological, backed by soft-power interventions. Over 11,000 weapons were recovered, significantly weakening insurgent capability and sending a clear message that the tide was turning. In the North-Westâ€”Zamfara, Kaduna, Katsinaâ€”states once gripped by kidnapping and banditry, more than 11,000 kidnapped victims were rescued through joint operations. These missions were no longer hampered by poor coordination. They were surgical, timely, and built on real-time intelligence sharing. Notably, the elimination of notorious bandit kingpin Ali Kachalla marked a psychological and tactical victory that had eluded security forces for years. The Niger Delta, long plagued by oil theft and environmental degradation, saw one of the most aggressive anti-crude theft campaigns in decades. In just over a year, 1,978 illegal refineries were dismantled, along with 3,849 dug-out pits and more than 3,700 cooking ovens. This crackdown didn't just secure infrastructureâ€”it revived the economy. Nigeria's daily crude oil production, which had plummeted to under one million barrels in 2022, surged to 1.8 million barrels by mid-2025. Oil operations in Ogoniland also resumed under this new, secure atmosphere. In the South-East, where separatist agitators had declared disruptive ""sit-at-home"" orders, more than 50 police stations abandoned due to threats have been reopened. The population, long sceptical of state authority, is regaining faith in the institutions meant to protect them. All of this progress stems from one core change: unity. For the first time in over a decade, Nigeria's security agencies are operating not only together, but as one. The previous era of turf wars and information hoarding is giving way to a culture of synergy. The NSA's office has transformed from a passive observer into a dynamic coordination hub. This transformation did not happen by accident. It is the product of Ribadu's strategic vision. He recognised early that Nigeria's greatest security threat was not just the armed gunman in the bush but the bureaucratic silence between agencies. He understood that technology without trust would fail, and firepower without coordination would falter. His eight-pillar strategy, though not shouted from rooftops, touches all aspects of modern securityâ€”from intelligence sharing and joint operations to cyber forensics and institutional reform. Under Ribadu's guidance, Nigeria has frozen dozens of crypto-currency accounts linked to terror financing and begun developing one of the country's most advanced cyber-forensics labs in Abuja. These moves signify a decisive leap from reactive counterterrorism to anticipatory governance. Yet, amid these gains, distractions persist. Rumours about Ribadu's potential 2027 ambitionsâ€”gubernatorial or vice-presidentialâ€”have surfaced. These speculations, pushed by political actors and amplified by opportunistic commentators, are not only baseless but dangerous. They risk derailing momentum at a time when Nigeria can least afford it. Who benefits from a weakened NSA? Not the rural farmer in Zamfara or the schoolgirl in Borno. The real beneficiaries are the same elements that profited during the era of confusionâ€”the enemies of a coherent security strategy. It is important, therefore, to separate noise from necessity. Ribadu is not running a political campaign. He is running a national security campaign. His mission is to dismantle silos, build bridges, and bring coherence to a system long teetering on dysfunction. While others speculate, he strategizes. While critics draft op-eds, he's rebuilding trust between institutions that once refused to speak. To understand the magnitude of this achievement, one must remember how broken the system once was. Senior officers used to bypass one another, field commanders acted without clear mandates, and multiple agencies responded to the same incident without coordination. The result was not just inefficiencyâ€”it was carnage. Attacks that could have been averted with timely intelligence became mass tragedies. Communities became cemeteries of unlearned lessons. But that is changing. Slowly, yes. Imperfectly, of course. But undeniably. Today, there is communication across commands. Strategic alignment between the DSS and military. Police operations are no longer undermined by other agencies acting in parallel. The symphony is still tuning itself, but it is no longer noiseâ€”it is beginning to sound like music. In a country as complex as Nigeria, no security solution is perfect. Threats are evolving, and the road ahead is long. But for the first time in a long time, Nigeria is facing these challenges not with fragmentation, but with focus. Not with bravado, but with strategy. Ultimately, the true measure of Ribadu's impact is not in media mentions or political forecasts. It is in the confidence of field officers who now know their intelligence will be acted on. It is in the relief of communities that can sleep without fear. It is in the quiet dignity of a government putting national interest above institutional ego. Critics will come. So will speculation. But Nigeria's security architecture is finally learning to stand upright. Let us not tear it down just as it begins to hold. â€¢ Mahmud writes from Jabi, Abuja Copyright Â© 2022 The Sun Publishing Limited. All Rights Reserved. Provided by SyndiGate Media Inc. (Syndigate.info",Nonespionage
news_room/date=20250706/hour=03/Ifcd92a005a1c11f09b0282aa3dfa2ff3-1.xml,S206,0.5008,national security,"WASHINGTON, DC 20520 Notice Type: Solicitation Posted Date: 03-JUL-25 Office Address: WASHINGTON, DC 20520 Subject: US Mission Yerevan Classification Code: S206 Solicitation Number: 19AQMM25R0073 Place of Performance Country: ARM Description: STATE, DEPARTMENT OF STATE, DEPARTMENT OF ACQUISITIONS - AQM MOMENTUM 19AQMM25R0073 Amendment 1 US Mission Yerevan Submission due date for Offeror proposals has been changed from July 11 to no later than July 28, 2025 at 11:59PM Eastern Standard Time and must be emailed to KerrynFinik at FinikK@state.gov. Responses to questions will be posted NLT 14 July 2025 within Amendment 2. The DOS, Bureau of Diplomatic Security (DS) plays an essential role in ensuring that foreign policy objectivesare accomplished in a safe and secure environment. DS accomplishes this by making the protection of people, information, and property its top priority. DS develops and implements effective security programs tosafeguard DOS personnel as they implement foreign policy and promote U.S. interests around the world. The protection of life is the most critical element of the DS mission and is an absolute requirement for the globalconduct of foreign affairs. DS Special Agents that are assigned to U.S. diplomatic missions overseas serve as the Regional SecurityOfficers (RSO). The RSO provides the first line of defense for DOS personnel, their families, U.S. diplomaticmissions, and national security information. The RSO develops and implement the programs that shield U.S.missions and residences from physical and technical attack. The RSO receives valuable assistance in this effortfrom other DS personnel, Marine Security Guards (MSG), local investigators, security engineering officers,and host government officials. The RSO serves as the primary liaison with foreign police and security services overseas in an effort to obtain support for U.S. law enforcement initiatives and investigations. Link/URL: https://sam.gov/opp/d7d050ad009149738163aa67bdad7aa8/view",Nonespionage
news_room/date=20250706/hour=03/Ifce119405a1c11f083a7eaadf851f99d-1.xml,1550,0.5407,surveillance drone,"MOODY AFB, GA 31699-1700 Notice Type: Sources Sought Posted Date: 03-JUL-25 Office Address: MOODY AFB, GA 31699-1700 Subject: Small Unmanned Aircraft System - Drone Classification Code: 1550 Solicitation Number: FA483025Q0071 Contact: SSgt Justin DeJesus, justin.de_jesus@us.af.mil, 229-257-2084(phone) Setaside: NONE - No Set aside usedNONE - No Set aside used Place of Performance Country: USA Description: DEPT OF DEFENSE DEPT OF THE AIR FORCE FA4830 23 CONS CC Light weight, small footprint, and rapidly deployable drone. Drone includes thermal imagery camera. Need sensors that include telephoto module for power zoom capabilities, radiometric IR module for thermal precision, 50mp module for mapping and low light inspections. Must also be able to operate in zero-light areas while still utilizing obstacle and collision avoidance. Drone must have stealth mode for RF denied / RF silent missions with FULLY autonomous advanced mission actions. Must have dynamic launch and recovery from moving vessels and vehicles. For evaluation purposes, please respond with drone specifications, also dimensions and weight. For market research purposes only. Link/URL: https://sam.gov/opp/744f00d521ef47a4a4ceb04cb9a34b0e/view",Nonespionage
news_room/date=20250706/hour=04/I0fd321305a2511f080adceaeed7a7778-1.xml,David Pratt: The shadowy figures behind US-Israeli aid operation,0.5158,CIA,"IT would become known as ""Operation Jawbreaker"". It was 24 years ago now, back in 2001, just days after the September 11 attacks on the US, that a small team of CIA officers were dropped by helicopter into Afghanistan. At their disposal was $3,000,000 in $100 bills, satellite communications equipment and the weapons required for their covert mission of linking up with anti-Taliban forces and laying the Â­groundwork for the larger US invasion to come. It goes without saying that none of the initial seven-member team were exactly household names, even if their extensive time within what was then known as the CIA's ""Special Activities Division"" (SAD) had forged them something of a Â­formidable reputation. Among the team, its deputy leader was Philip Francis Reilly, who had been Â­doing much the same ""special activities"" in Â­Central America back in the early 1980s to the early 1990s, when he helped train Nicaragua's right-wing insurgent Â­Contra militias trying to topple the socialist Â­Sandinista government. READ MORE:Â More than 20 people arrested at protest in support of Palestine Action It all seems like a long time ago, but Â­Reilly has been a fixture in the US Â­intelligence and covert community for quite a while now. Currently â€“ albeit still unnoticed by many â€“ his activities are still making headlines, for Reilly's present area of operations these days is in Gaza. There he runs the US private military contractor Safe Reach Solutions (SRS) which along with another private security contractor, UG Solutions, act as partners to the controversial US-Israeli organisation the Gaza Humanitarian Foundation (GHF) that has sidelined the UN and Â­other international organisations as the main supplier of aid in Gaza. Last week, GHF was hit by fresh Â­controversy when one former security contractor who had worked for them told journalists that he witnessed colleagues opening fire several times on hungry Â­Palestinian who posed no threat. While GHF has said the allegations are categorically false, the shadowy group from its very inception has been at the centre of heated debate as to Â­precisely what role it performs in Gaza and at who's behest. So just what is known about GHF, those behind it and where its money comes from? The organisation was first established in February this year, shortly after Â­Israel passed legislation seeking to bar the United Nations Relief and Works Agency (UNRWA), the single largest provider of humanitarian aid in occupied Palestine. Israel has long sought to neuter the work of UNWRA, who it claims was close to the Hamas authorities. The Â­Israeli Â­authorities say that Hamas made Â­between $0.5bn and $1bn from stealing aid last year, though they have provided no Â­backing for these figures. Other sources reckon Hamas's income was $1bn last year, mostly from foreign earnings. But by early March through to mid-May, Israel had blocked all aid from entering Gaza before announcing its solution â€“ the Gaza Humanitarian Â­Foundation. Almost overnight, a 14-page leaked Â­document circulated among aid groups and journalists setting out the concept and modus operandi of GHF. In short, this was to provide aid to Â­Palestinians from a network of Â­aid-distribution hubs secured by armed private contractors and ultimately, Â­beyond their perimeter, by the Israel Â­Defense Forces (IDF). So far, Israel has established three such centres south of the Morag corridor, a security strip in southern Gaza, and a fourth near Gaza City, in the north. GHF was registered in America two weeks after Donald Trump took office, and its address is one of a company that incorporates firms. Delaware is a US state acknowledged to have a less-than-Â­rigorous approach towards ensuring Â­company transparency. Asked by one reporter who visited the company why an organisation would have its registered address there but not be based there, one employee is said to have replied: ""So they're not bothered."" As well as being registered in the US, the GHF is also listed as a nonprofit Â­organisation in Switzerland. Since then, TRIAL International, a Swiss NGO, has filed a request for an investigation, asking authorities to investigate whether GHF adheres to international humanitarian law and Swiss law. Last week, Switzerland initiated Â­proceedings to dissolve the Geneva branch of the GHF, citing legal Â­shortcomings in its establishment. READ MORE:Â At least 42 Palestinians killed by Israel as doctors warn babies facing death ""The ESA may order the dissolution of the foundation if no creditors come Â­forward within the legal 30-day period,"" the Federal Supervisory Authority for Foundations (ESA) said in a creditors' notice published in the Swiss Official Â­Gazette of Commerce last Wednesday. The ESA told reporters the GHF had not fulfilled certain legal requirements, including having the correct number of board members, a postal address or a Swiss bank account. For its part, the ""GHF confirmed to the ESA that it had never carried out Â­activities in Switzerland ... and that it Â­intends to Â­dissolve the Geneva-registered (branch),"" the ESA added in a statement. The absence of a funding paper trail along with the sometimes opaque Â­backgrounds of some key players in Â­setting up GHF are only a few of many concerns since it first appeared almost out of nowhere. As far as the structure of the GHF Â­operation goes, its components are as Â­follows. GHF acts as the overall umbrella organisation. After the early resignation of its original executive director, Jake Wood, in May â€“ who said GHF would not be able to fulfil the principles of Â­""humanity, neutrality, impartiality, and independence"" â€“ he was replaced by former USAID official John Acree and former Trump adviser Johnnie Moore. The latter is an evangelical preacher and public relations professional with close ties to both the White House and Â­Israel's prime minister Benjamin Â­Netanyahu. Moore was instrumental in an Â­evangelical Christian drive during Trump's first term in office to convince the president to Â­recognise Jerusalem as the Israeli capital and move the US Â­embassy there. Alongside GHF runs its private Â­security partners, Safe Reach Solutions (SRS) and UG Solutions, headed by Reilly and the sole American director of SRS's Israeli branch and financial officer, Charles ""Chuck"" J Africano. According to a report by the Â­broadcaster FRANCE 24, Africano and Reilly have had past professional Â­dealings, Â­including around 2015 at Â­another Â­security firm Constellis â€“ a successor to the Â­controversial private military contractor Blackwater that gained notoriety for a Â­civilian massacre in Iraq. The two also overlapped at the Â­private security and surveillance firm Â­Circinus, itself a subject of some past Â­controversy related to dealings with Â­foreign Â­governments and its access to Â­high-ranking US officials. Africano's connections with GHF were first highlighted by the online news portal Middle East Eye and independently confirmed from public records by FRANCE 24, says the broadcaster. In a recent report, it also cited Africano as a member of the ""private LinkedIn group of the Tampa-based special operations contractor Quiet Professionals"", which it says was acquired last month by the private equity firm McNally Capital. Quiet Professionals is led by Andy Â­Wilson, who on his company's own Â­webpage is described as a ""valorous Â­combat decorated retired Sergeant Major of the United States Army with 20 years of service â€¦ 14 of which were served in a Special Mission Unit"". Quiet Professionals chief business Â­officer Leo Kryszewski, is also known to have spent four years with the CIA's Â­Special Activities Division and the US Army's Office of Military Support, a Â­clandestine intelligence unit often Â­referred to within Joint Special Forces Command (JSOC) as Task Force Orange Helping draw up the blueprint for GHF, comprising of these main Â­constituent players and parties, was one of the world's most prestigious consulting firms, the Boston Consulting Group (BCG), though the group has since distanced itself from GHF. But as a Financial Times (FT) Â­investigation revealed a few days ago, Â­before Â­disavowing the project, ""BCG's role was more extensive than it has Â­publicly described."" According to the FT investigation, BCG was originally engaged by Orbis, a Â­Washington-area security contractor, that was preparing the study on Â­behalf of the Tachlith Institute, an Israeli think tank. BCG was chosen as a consultant, Â­according to people familiar with the early work, says the FT, ""because of its long-standing relationship with Philip Reilly, an ex-CIA operative who worked for Orbis"". Citing the same sources, the FT said BCG's involvement stretched ""over Â­seven months covering more than $4m of Â­contracted work and involving internal discussion at senior levels of the firm"". As part of the project, codenamed ""Â­Aurora,"" the BCG team is said to have also built a financial model for the Â­post-war reconstruction of Gaza. This included cost estimates ""for Â­relocating hundreds of thousands of Â­Palestinians from the strip and the Â­economic impact of such a mass Â­displacement. One scenario estimated more than 500,000 Gazans would leave the enclave with ""relocation packages"" worth $9000 per person, or around $5bn in total, the FT detailed. For its part, BCG told the FT senior figures were repeatedly ""misled on the scope of the work by the partners running the project."" Referring to the work on post-war Gaza, BCG said: ""The lead partner was Â­categorically told no, and he violated this directive. We disavow this work."" Just precisely where much of the Â­funding for GHF comes from remains as shrouded in secrecy as the background of some of the individuals involved. These past weeks, the US announced $30m for the GHF but it's thought to have received over $150m so far, much of which is believed to have gone on hiring mercenaries, some from American private-security firms. One job advertisement from UG Â­Solutions said it was seeking ""Special Forces qualified personnel, SFOD-A/CAG, Green Berets, Army Rangers, PJs, Marine Reconnaissance (MARSOC), or other similar backgrounds"". Those ""skilled in unconventional Â­warfare tactics"" and selected ""must be ready to deploy within two weeks of May 20, 2025,"" the advertisement Â­confirmed. While questions remain as to where exactly all of GHF's funding comes from, last month, former Israeli defence Â­minister and opposition MP Avigdor Lieberman, told Israeli newspaper Haaretz he was convinced that Israel's defence ministry and its intelligence arm Mossad were the main paymasters. READ MORE:Â Youth Demand activists stage Gaza protest at London Pride To date, GHF's performance in Gaza has been abysmal and mired in Â­controversy. According to most global Â­humanitarian organisations, its presence is only making an already dire situation in Gaza even worse. As a result, these past few days, more than 170 NGOs have called for immediate action to end the ""deadly"" GHF aid scheme and revert back to United Â­Nations-led aid co-ordination mechanisms. GHF's role has thrown into sharp Â­focus the dangers of outsourcing core humanitarian functions to private actors and whether in fact it is legally or ethically Â­defensible. What happens next with GHF involves two possible scenarios. The first is that its presence will be transitory, having failed to deliver on an aid mission that should be undertaken by the UN. The cost meantime in terms of Palestinian suffering and lives will only continue to rise. The second scenario is that GHF Â­remains and becomes an instrument of power as part of a strategy that many Â­believe is aimed at herding Palestinians into designated areas to enable a wider process of ethnic cleansing. Israel's far-right politicians including finance minister Bezalel Smotrich and minister of national security, Itamar Ben-Gvir, doubtless see the work of GHF as crucial in their messianic mission to create a ""greater Israel."" Israeli prime minister Benyamin Netanyahu, meanwhile, continues to speak of creating ""a sterile zone"" for Palestinians. For decades now, the CIA's Special Activities Division â€“ now renamed the Special Activities Center (SAC) â€“ has performed countless covert roles, some helping to orchestrate regime change in many places. The Latin motto of SAC is Tertia Optio, which means ""Third Option"". In other words, covert action represents an Â­additional option within the realm of Â­national security when diplomacy and military action are not feasible. With diplomacy at an effective Â­standstill over Gaza, the obvious danger is that other ""options"" become, in the eyes of some, the real way ""forward"". While GHF's security partners Safe Reach Solutions (SRS) and UG Solutions are private companies, the fact that their chief officers and many within their ranks are past operatives of the CIA and its SAC leaves many uneasy. Just as the likes of Reilly and his CIA team all those years ago in Afghanistan were tasked with laying the groundwork for what was to come, could it be that now, through the use of private Â­contractors, much the same is being done in Gaza today? The fact that figures like Reilly and Â­others still have the ear or indeed Â­direct links to senior US government and Â­ Israeli officials only adds to this growing Â­disquiet over the actual motives behind GHF's shadowy role in Gaza.",Espionage
news_room/date=20250706/hour=04/I7045f2015a2411f083a7eaadf851f99d-1.xml,Stringent framework finalised to ensure drones don't have Chinese parts,0.5031,surveillance drone,"New Delhi: The Indian defence establishment has finalised a comprehensive stringent framework to ensure that drones being acquired from domestic private sector companies do not have Chinese components and electronics in them. The mechanism, with the requisite technical verification and evaluation methodologies, will be implemented in a couple of months to further strengthen the level of checks already put in place, which include more comprehensive certifications to be provided by drone-manufacturers. ""The framework has been completed and is under approval. Once approved, thorough testing will be conducted to ensure our equipment is free from any security vulnerabilities, "" additional director general of the Army Design Bureau Major General C S Mann said. This has become imperative as the armed forces began acquiring a large number of drones amid the military confrontation with China over the last few years. Operation Sindoor against Pakistan, which saw intense cross-border hostilities from May 7 to 10, has further underlined the need for such a mechanism.",Nonespionage
news_room/date=20250706/hour=04/I7087b5f05a2411f0b6d3957df25a0d6a-1.xml,Framework to ensure drones don't have Chinese parts,0.5276,surveillance drone,"New Delhi: The Indian defence establishment has finalised a comprehensive stringent framework to ensure that drones being acquired from domestic private sector companies do not have Chinese components and electronics in them. The mechanism, with the requisite technical verification and evaluation methodologies, will be implemented in a couple of months to further strengthen the level of checks already put in place, which include more comprehensive certifications to be provided by drone-manufacturers. ""I had said last year that we are making a framework - and now that framework has been completed and is under approval. Once approved, thorough testing will be conducted to ensure our equipment is free from any security vulnerabilities, "" additional director general of the Army Design Bureau Major General C S Mann said. This has become imperative as the armed forces began acquiring a large number of drones amid the military confrontation with China over the last few years. Operation Sindoor against Pakistan, which saw intense cross-border hostilities from May 7 to 10, has further underlined the need for such a mechanism. The armed forces are inducting different kinds of drones and counter-drone systems. These range from nano, mini and micro drones to kamikaze, logistics, armed swarms and fighter-size MALE (medium-altitude, long-endurance) and HALE (high-altitude, longendurance) UAVs. More contracts are on the anvil under the sixth phase of emergency procurements approved after Operation Sindoor, as reported by TOI earlier. The work on the new framework was expedited after it was found that a few contracts inked by the defence establishment included drones that had some Chinese parts, which could compromise data security and operations.",Nonespionage
news_room/date=20250706/hour=04/I70898ab15a2411f09b0282aa3dfa2ff3-1.xml,Terror hideout busted in Poonch,0.5217,reconnaissance,"Jammu: Security forces on Saturday busted a terrorist hideout and seized a cache of arms and ammunition in Poonch district of Jammu and Kashmir during a search operation ahead of the annual Shri Budha Amarnath Yatra beginning July 25, reports Sanjay Khajuria.Officials said a joint team of J&K Police and Army launched the search operation in the Daer Dhok area on receiving a specific input.",Nonespionage
news_room/date=20250706/hour=04/I70f0ff105a2411f080adceaeed7a7778-1.xml,Naranpura businessman loses Rs 3 lakh in e-KYC scam,0.5093,data breach,"Ahmedabad: A 48-year-old businessman from Naranpura fell victim to a cyberfraud after he contacted a number listed online for a piped gas company. The unidentified fraudster, posing as a company representative, duped him of Rs 3 lakh under the pretext of updating e-KYC details. The incident came to light after the businessman filed a complaint of cheating and criminal breach of trust at the Naranpura police station on Friday. According to the FIR, the victim was trying to surrender the gas connection from his old house and searched for the agency's contact number on the internet. He contacted one of the numbers but couldn't get through. Later, he received a callback from a person claiming to be from the gas agency, who offered to assist with the surrender process. The caller asked him to download an app via a link sent on WhatsApp, claiming it was needed to cancel the ECS mandate. ""The moment I opened the link, my phone screen went black and I lost control of the device, "" the complainant said. Sensing that his phone had been compromised, he restarted it and contacted his bank's customer care service. As there were no immediate deductions from his account, he chose not to block his banking services. However, on Wednesday, he received a message notifying a PIN change linked to his mobile number. Alarmed, he blocked all his accounts, debit and credit cards, and online banking services. Despite this, transactions worth nearly Rs 3 lakh were made between 10.56 am and 11.16 am the same day. The businessman informed the city's cybercrime unit and later lodged a formal complaint with Naranpura police station.",Nonespionage
news_room/date=20250706/hour=04/I843c04d05a1e11f080adceaeed7a7778-1.xml,FG proposes national veteran security initiative for retired military officers - NSA Ribadu,0.5413,national security,"The National Security Adviser, Mallam Nuhu Ribadu, said the Federal Government is proposing a National Veteran Security Initiative, aimed at formally integrating retired officers into key roles, including advisory, intelligence and community conflict resolution. Ribadu announced this at the 50th Anniversary of the Nigerian Defence Academy (NDA) 18 Regular Course Alumni, at the Army Headquarters Command Officers' Mess, Abuja. 'You are not just heroes of our past,' Ribadu told the veterans. 'You are strategic partners for today and tomorrow. Nigeria still needs your leadership, wisdom, and experience.' The NSA urged retired military officers to return to active roles in national security, describing them as critical to the country's stability. Ribadu acknowledged significant progress in the fight against insecurity under President Bola Tinubu's administration, but noted that the battle is far from over. He revealed that since May 2023, security forces have rescued over 11,250 hostages from criminal groups while more than 124,000 terrorists and their families have surrendered to Nigerian troops. Military operations have also led to the elimination of 13,543 terrorists, the recovery of 11,118 weapons, and over 252,000 rounds of ammunition. In the Northwest, notorious bandit leaders such as Ali Kachalla, Boderi, and Halilu Sububu have been neutralized, with more than 50 warlords and 70 of their deputies killed. Additionally, over 35 insurgents surrendered under the government's non-kinetic peace initiative in Kaduna. The NSA also highlighted successes in other regions. In the Niger Delta, oil production has increased from one million to 1.8 million barrels per day following the dismantling of nearly 2,000 illegal refineries and the recovery of stolen petroleum products worth over ?3.5 billion. In the Southeast, separatist violence has declined sharply, with police stations rebuilt and sit-at-home orders losing influence. On the digital front, Ribadu noted that several cybercrime networks financing terrorism and banditry have been dismantled, cutting off millions in illicit funds.",Nonespionage
